Id,Label
6454,2
6455,4
6456,0
6457,1
6458,3
6459,2
6460,9
6461,1
6462,1
6463,6
6464,4
6465,2
6466,2
6467,2
6468,6
6469,3
6470,1
6471,1
6472,1
6473,6
6474,3
6475,2
6476,2
6477,0
6478,1
6479,4
6480,3
6481,5
6482,3
6483,1
6484,6
6485,6
6486,3
6487,2
6488,2
6489,1
6490,0
6491,1
6492,2
6493,1
6494,2
6495,4
6496,2
6497,3
6498,4
6499,6
6500,5
6501,2
6502,0
6503,3
6504,1
6505,1
6506,2
6507,6
6508,3
6509,1
6510,0
6511,4
6512,7
6513,3
6514,2
6515,1
6516,3
6517,3
6518,1
6519,2
6520,1
6521,4
6522,2
6523,1
6524,3
6525,8
6526,0
6527,1
6528,1
6529,6
6530,5
6531,6
6532,2
6533,3
6534,1
6535,2
6536,0
6537,1
6538,4
6539,0
6540,4
6541,2
6542,1
6543,0
6544,6
6545,0
6546,2
6547,2
6548,8
6549,2
6550,1
6551,2
6552,7
6553,9
6554,2
6555,4
6556,6
6557,5
6558,3
6559,5
6560,2
6561,3
6562,2
6563,5
6564,3
6565,2
6566,1
6567,1
6568,1
6569,7
6570,6
6571,1
6572,2
6573,1
6574,3
6575,6
6576,1
6577,2
6578,6
6579,1
6580,4
6581,4
6582,7
6583,2
6584,2
6585,3
6586,1
6587,3
6588,2
6589,7
6590,2
6591,2
6592,2
6593,4
6594,2
6595,8
6596,6
6597,8
6598,1
6599,2
6600,3
6601,3
6602,0
6603,2
6604,0
6605,4
6606,2
6607,1
6608,2
6609,3
6610,2
6611,2
6612,1
6613,5
6614,4
6615,3
6616,3
6617,0
6618,7
6619,2
6620,5
6621,5
6622,7
6623,3
6624,1
6625,4
6626,4
6627,0
6628,0
6629,7
6630,2
6631,2
6632,3
6633,2
6634,2
6635,1
6636,6
6637,1
6638,1
6639,4
6640,7
6641,7
6642,0
6643,7
6644,1
6645,3
6646,0
6647,6
6648,4
6649,2
6650,1
6651,0
6652,3
6653,0
6654,4
6655,7
6656,2
6657,4
6658,7
6659,1
6660,4
6661,5
6662,3
6663,6
6664,2
6665,0
6666,4
6667,7
6668,8
6669,0
6670,2
6671,2
6672,2
6673,2
6674,3
6675,3
6676,3
6677,4
6678,9
6679,1
6680,3
6681,6
6682,2
6683,0
6684,3
6685,3
6686,5
6687,2
6688,2
6689,9
6690,2
6691,4
6692,3
6693,2
6694,6
6695,0
6696,5
6697,2
6698,2
6699,1
6700,3
6701,1
6702,5
6703,1
6704,2
6705,2
6706,3
6707,8
6708,3
6709,4
6710,1
6711,2
6712,4
6713,1
6714,0
6715,2
6716,1
6717,6
6718,0
6719,0
6720,2
6721,3
6722,5
6723,9
6724,3
6725,5
6726,7
6727,1
6728,0
6729,1
6730,6
6731,2
6732,2
6733,3
6734,3
6735,9
6736,0
6737,2
6738,4
6739,5
6740,0
6741,2
6742,5
6743,3
6744,2
6745,7
6746,5
6747,2
6748,2
6749,1
6750,3
6751,2
6752,2
6753,5
6754,1
6755,1
6756,3
6757,2
6758,1
6759,0
6760,2
6761,2
6762,1
6763,7
6764,1
6765,3
6766,5
6767,1
6768,6
6769,2
6770,2
6771,8
6772,1
6773,2
6774,0
6775,2
6776,2
6777,2
6778,4
6779,3
6780,2
6781,1
6782,7
6783,7
6784,9
6785,2
6786,3
6787,8
6788,2
6789,0
6790,3
6791,8
6792,6
6793,2
6794,1
6795,2
6796,0
6797,5
6798,3
6799,8
6800,4
6801,2
6802,3
6803,2
6804,2
6805,1
6806,2
6807,2
6808,2
6809,0
6810,4
6811,5
6812,4
6813,4
6814,3
6815,4
6816,6
6817,1
6818,2
6819,6
6820,1
6821,5
6822,4
6823,1
6824,0
6825,4
6826,2
6827,3
6828,2
6829,6
6830,2
6831,2
6832,2
6833,2
6834,1
6835,1
6836,2
6837,2
6838,3
6839,5
6840,6
6841,4
6842,7
6843,4
6844,2
6845,7
6846,0
6847,0
6848,4
6849,2
6850,1
6851,2
6852,2
6853,6
6854,4
6855,6
6856,9
6857,0
6858,0
6859,3
6860,3
6861,1
6862,3
6863,4
6864,1
6865,2
6866,2
6867,2
6868,0
6869,0
6870,6
6871,6
6872,6
6873,1
6874,7
6875,3
6876,8
6877,4
6878,4
6879,8
6880,3
6881,0
6882,1
6883,3
6884,1
6885,2
6886,4
6887,3
6888,1
6889,4
6890,0
6891,2
6892,1
6893,6
6894,4
6895,2
6896,4
6897,0
6898,8
6899,7
6900,1
6901,2
6902,4
6903,2
6904,4
6905,5
6906,6
6907,7
6908,7
6909,4
6910,9
6911,6
6912,1
6913,1
6914,3
6915,4
6916,3
6917,4
6918,2
6919,3
6920,5
6921,1
6922,2
6923,2
6924,1
6925,0
6926,1
6927,1
6928,0
6929,0
6930,3
6931,2
6932,2
6933,6
6934,5
6935,1
6936,4
6937,0
6938,2
6939,6
6940,7
6941,3
6942,1
6943,5
6944,0
6945,5
6946,2
6947,3
6948,0
6949,5
6950,2
6951,1
6952,2
6953,3
6954,3
6955,9
6956,1
6957,3
6958,4
6959,4
6960,2
6961,4
6962,5
6963,2
6964,7
6965,9
6966,1
6967,5
6968,3
6969,7
6970,2
6971,3
6972,1
6973,7
6974,4
6975,4
6976,9
6977,7
6978,9
6979,4
6980,5
6981,2
6982,6
6983,4
6984,2
6985,2
6986,1
6987,2
6988,4
6989,4
6990,2
6991,1
6992,1
6993,2
6994,3
6995,2
6996,5
6997,2
6998,3
6999,6
7000,7
7001,5
7002,0
7003,4
7004,1
7005,2
7006,6
7007,2
7008,2
7009,0
7010,5
7011,3
7012,0
7013,1
7014,4
7015,2
7016,7
7017,1
7018,1
7019,1
7020,2
7021,0
7022,0
7023,4
7024,7
7025,6
7026,3
7027,0
7028,1
7029,4
7030,1
7031,1
7032,1
7033,2
7034,3
7035,9
7036,2
7037,8
7038,1
7039,2
7040,2
7041,2
7042,4
7043,6
7044,4
7045,3
7046,2
7047,2
7048,0
7049,2
7050,3
7051,3
7052,3
7053,2
7054,0
7055,0
7056,0
7057,7
7058,3
7059,3
7060,7
7061,2
7062,7
7063,5
7064,7
7065,2
7066,3
7067,1
7068,1
7069,8
7070,1
7071,9
7072,2
7073,0
7074,9
7075,0
7076,9
7077,0
7078,5
7079,3
7080,3
7081,8
7082,2
7083,2
7084,2
7085,3
7086,2
7087,2
7088,1
7089,2
7090,0
7091,1
7092,3
7093,2
7094,1
7095,2
7096,7
7097,2
7098,4
7099,2
7100,5
7101,1
7102,0
7103,9
7104,2
7105,5
7106,3
7107,3
7108,1
7109,3
7110,8
7111,3
7112,7
7113,3
7114,2
7115,2
7116,1
7117,1
7118,7
7119,3
7120,9
7121,3
7122,0
7123,2
7124,6
7125,9
7126,2
7127,5
7128,2
7129,2
7130,2
7131,0
7132,6
7133,6
7134,3
7135,2
7136,2
7137,2
7138,2
7139,3
7140,2
7141,6
7142,0
7143,3
7144,1
7145,2
7146,4
7147,1
7148,3
7149,7
7150,0
7151,1
7152,1
7153,7
7154,7
7155,9
7156,1
7157,2
7158,6
7159,2
7160,0
7161,2
7162,2
7163,0
7164,2
7165,0
7166,7
7167,1
7168,4
7169,1
7170,5
7171,1
7172,0
7173,3
7174,0
7175,4
7176,5
7177,1
7178,2
7179,1
7180,4
7181,2
7182,5
7183,3
7184,2
7185,6
7186,3
7187,2
7188,6
7189,1
7190,5
7191,0
7192,3
7193,7
7194,0
7195,6
7196,7
7197,2
7198,6
7199,2
7200,9
7201,9
7202,2
7203,1
7204,1
7205,2
7206,2
7207,4
7208,2
7209,7
7210,2
7211,3
7212,7
7213,6
7214,2
7215,3
7216,5
7217,2
7218,5
7219,7
7220,3
7221,3
7222,6
7223,3
7224,4
7225,1
7226,5
7227,4
7228,4
7229,4
7230,6
7231,2
7232,6
7233,5
7234,4
7235,6
7236,5
7237,1
7238,2
7239,0
7240,4
7241,1
7242,0
7243,1
7244,7
7245,8
7246,1
7247,4
7248,1
7249,5
7250,2
7251,3
7252,9
7253,7
7254,3
7255,5
7256,1
7257,4
7258,1
7259,1
7260,3
7261,9
7262,5
7263,2
7264,1
7265,1
7266,9
7267,2
7268,8
7269,1
7270,1
7271,6
7272,5
7273,1
7274,9
7275,5
7276,8
7277,1
7278,4
7279,0
7280,9
7281,0
7282,1
7283,1
7284,0
7285,3
7286,6
7287,2
7288,3
7289,9
7290,1
7291,8
7292,2
7293,2
7294,2
7295,3
7296,7
7297,0
7298,5
7299,4
7300,9
7301,6
7302,3
7303,8
7304,1
7305,1
7306,9
7307,3
7308,2
7309,1
7310,2
7311,2
7312,1
7313,7
7314,8
7315,3
7316,5
7317,1
7318,3
7319,1
7320,1
7321,3
7322,1
7323,3
7324,3
7325,1
7326,3
7327,4
7328,1
7329,1
7330,2
7331,0
7332,2
7333,1
7334,3
7335,2
7336,5
7337,2
7338,1
7339,1
7340,4
7341,3
7342,0
7343,1
7344,2
7345,7
7346,5
7347,1
7348,2
7349,1
7350,6
7351,5
7352,5
7353,0
7354,5
7355,5
7356,4
7357,3
7358,6
7359,2
7360,5
7361,5
7362,4
7363,1
7364,3
7365,0
7366,1
7367,1
7368,6
7369,3
7370,1
7371,8
7372,6
7373,3
7374,3
7375,2
7376,0
7377,7
7378,1
7379,6
7380,3
7381,2
7382,2
7383,4
7384,2
7385,1
7386,2
7387,5
7388,0
7389,0
7390,7
7391,7
7392,1
7393,5
7394,6
7395,3
7396,9
7397,6
7398,0
7399,2
7400,6
7401,8
7402,2
7403,1
7404,2
7405,2
7406,9
7407,3
7408,3
7409,4
7410,1
7411,6
7412,3
7413,4
7414,3
7415,2
7416,2
7417,2
7418,3
7419,4
7420,4
7421,3
7422,4
7423,2
7424,6
7425,1
7426,1
7427,2
7428,5
7429,4
7430,2
7431,9
7432,4
7433,3
7434,2
7435,3
7436,3
7437,1
7438,2
7439,4
7440,3
7441,5
7442,1
7443,6
7444,2
7445,2
7446,3
7447,4
7448,2
7449,1
7450,2
7451,9
7452,7
7453,1
7454,2
7455,2
7456,1
7457,3
7458,5
7459,2
7460,3
7461,1
7462,6
7463,3
7464,1
7465,7
7466,5
7467,2
7468,0
7469,2
7470,0
7471,4
7472,1
7473,4
7474,2
7475,3
7476,2
7477,7
7478,3
7479,2
7480,2
7481,1
7482,5
7483,2
7484,1
7485,2
7486,8
7487,3
7488,3
7489,2
7490,4
7491,4
7492,9
7493,3
7494,2
7495,3
7496,3
7497,3
7498,1
7499,3
7500,2
7501,1
7502,1
7503,3
7504,0
7505,4
7506,5
7507,5
7508,2
7509,1
7510,3
7511,5
7512,0
7513,2
7514,0
7515,9
7516,6
7517,3
7518,5
7519,1
7520,2
7521,9
7522,4
7523,1
7524,0
7525,3
7526,7
7527,1
7528,7
7529,4
7530,3
7531,0
7532,1
7533,1
7534,3
7535,2
7536,1
7537,1
7538,2
7539,9
7540,2
7541,0
7542,2
7543,0
7544,8
7545,1
7546,7
7547,1
7548,0
7549,2
7550,3
7551,3
7552,1
7553,6
7554,2
7555,4
7556,4
7557,3
7558,7
7559,9
7560,1
7561,1
7562,5
7563,6
7564,2
7565,4
7566,9
7567,2
7568,2
7569,8
7570,3
7571,2
7572,5
7573,3
7574,4
7575,2
7576,1
7577,5
7578,2
7579,2
7580,2
7581,3
7582,2
7583,7
7584,4
7585,1
7586,0
7587,1
7588,2
7589,1
7590,7
7591,0
7592,8
7593,1
7594,7
7595,3
7596,1
7597,1
7598,7
7599,8
7600,1
7601,3
7602,0
7603,2
7604,0
7605,3
7606,2
7607,3
7608,2
7609,7
7610,3
7611,2
7612,1
7613,0
7614,3
7615,1
7616,8
7617,5
7618,5
7619,5
7620,2
7621,1
7622,7
7623,0
7624,1
7625,1
7626,2
7627,0
7628,1
7629,2
7630,2
7631,2
7632,1
7633,3
7634,2
7635,0
7636,8
7637,6
7638,1
7639,2
7640,2
7641,2
7642,2
7643,4
7644,1
7645,4
7646,4
7647,5
7648,1
7649,2
7650,2
7651,2
7652,6
7653,7
7654,1
7655,1
7656,0
7657,8
7658,1
7659,9
7660,0
7661,3
7662,2
7663,3
7664,3
7665,1
7666,0
7667,0
7668,3
7669,2
7670,0
7671,2
7672,0
7673,1
7674,0
7675,2
7676,3
7677,4
7678,6
7679,2
7680,6
7681,0
7682,0
7683,4
7684,0
7685,2
7686,1
7687,1
7688,3
7689,0
7690,9
7691,0
7692,3
7693,4
7694,1
7695,5
7696,0
7697,2
7698,5
7699,3
7700,9
7701,0
7702,2
7703,2
7704,4
7705,8
7706,8
7707,2
7708,4
7709,2
7710,9
7711,0
7712,1
7713,3
7714,2
7715,1
7716,1
7717,1
7718,1
7719,1
7720,1
7721,1
7722,9
7723,5
7724,3
7725,2
7726,1
7727,3
7728,3
7729,2
7730,2
7731,4
7732,1
7733,6
7734,4
7735,4
7736,1
7737,9
7738,1
7739,0
7740,4
7741,1
7742,2
7743,4
7744,0
7745,1
7746,3
7747,6
7748,6
7749,3
7750,3
7751,2
7752,1
7753,3
7754,4
7755,2
7756,3
7757,3
7758,6
7759,1
7760,0
7761,4
7762,4
7763,3
7764,1
7765,1
7766,0
7767,6
7768,7
7769,1
7770,6
7771,5
7772,2
7773,4
7774,2
7775,2
7776,2
7777,5
7778,4
7779,1
7780,2
7781,2
7782,3
7783,2
7784,6
7785,2
7786,6
7787,4
7788,0
7789,1
7790,2
7791,0
7792,2
7793,8
7794,1
7795,8
7796,3
7797,7
7798,1
7799,2
7800,1
7801,1
7802,7
7803,2
7804,9
7805,2
7806,2
7807,6
7808,1
7809,3
7810,2
7811,2
7812,4
7813,1
7814,3
7815,2
7816,3
7817,9
7818,3
7819,2
7820,2
7821,4
7822,4
7823,2
7824,7
7825,2
7826,3
7827,1
7828,1
7829,3
7830,3
7831,2
7832,2
7833,2
7834,4
7835,3
7836,1
7837,1
7838,7
7839,0
7840,0
7841,7
7842,3
7843,5
7844,9
7845,2
7846,4
7847,3
7848,1
7849,4
7850,4
7851,0
7852,3
7853,0
7854,6
7855,7
7856,2
7857,4
7858,1
7859,2
7860,1
7861,2
7862,0
7863,0
7864,1
7865,0
7866,3
7867,7
7868,3
7869,8
7870,2
7871,0
7872,1
7873,2
7874,5
7875,4
7876,0
7877,1
7878,3
7879,5
7880,7
7881,1
7882,2
7883,1
7884,6
7885,2
7886,3
7887,9
7888,3
7889,4
7890,3
7891,3
7892,5
7893,1
7894,1
7895,7
7896,2
7897,3
7898,8
7899,2
7900,5
7901,2
7902,3
7903,2
7904,4
7905,2
7906,0
7907,3
7908,4
7909,2
7910,7
7911,2
7912,0
7913,0
7914,7
7915,2
7916,7
7917,5
7918,2
7919,1
7920,4
7921,2
7922,8
7923,4
7924,2
7925,6
7926,4
7927,2
7928,8
7929,1
7930,2
7931,1
7932,0
7933,7
7934,6
7935,0
7936,2
7937,2
7938,3
7939,4
7940,4
7941,3
7942,2
7943,3
7944,7
7945,3
7946,5
7947,7
7948,1
7949,3
7950,3
7951,2
7952,4
7953,4
7954,2
7955,1
7956,1
7957,1
7958,4
7959,5
7960,0
7961,3
7962,2
7963,2
7964,7
7965,2
7966,2
7967,0
7968,4
7969,0
7970,6
7971,3
7972,5
7973,1
7974,2
7975,3
7976,1
7977,3
7978,4
7979,4
7980,3
7981,1
7982,6
7983,2
7984,3
7985,4
7986,6
7987,3
7988,7
7989,0
7990,2
7991,1
7992,1
7993,1
7994,1
7995,1
7996,2
7997,8
7998,7
7999,2
8000,7
8001,0
8002,2
8003,0
8004,2
8005,1
8006,2
8007,9
8008,3
8009,6
8010,1
8011,4
8012,2
8013,1
8014,5
8015,2
8016,2
8017,2
8018,1
8019,6
8020,5
8021,2
8022,2
8023,3
8024,2
8025,4
8026,6
8027,3
8028,2
8029,3
8030,0
8031,4
8032,1
8033,4
8034,2
8035,5
8036,5
8037,1
8038,0
8039,2
8040,0
8041,4
8042,1
8043,1
8044,1
8045,1
8046,6
8047,3
8048,6
8049,7
8050,1
8051,3
8052,1
8053,2
8054,3
8055,2
8056,6
8057,6
8058,1
8059,2
8060,1
8061,2
8062,4
8063,1
8064,0
8065,9
8066,4
8067,1
8068,3
8069,3
8070,4
8071,3
8072,5
8073,0
8074,2
8075,5
8076,1
8077,6
8078,1
8079,2
8080,6
8081,1
8082,2
8083,6
8084,4
8085,3
8086,5
8087,2
8088,2
8089,9
8090,1
8091,3
8092,3
8093,0
8094,1
8095,0
8096,2
8097,1
8098,2
8099,7
8100,5
8101,1
8102,2
8103,3
8104,0
8105,2
8106,1
8107,3
8108,2
8109,2
8110,1
8111,3
8112,7
8113,5
8114,1
8115,4
8116,0
8117,4
8118,2
8119,1
8120,2
8121,2
8122,2
8123,1
8124,5
8125,0
8126,3
8127,4
8128,2
8129,0
8130,6
8131,2
8132,4
8133,1
8134,2
8135,0
8136,1
8137,1
8138,3
8139,8
8140,1
8141,3
8142,0
8143,5
8144,2
8145,3
8146,5
8147,6
8148,3
8149,8
8150,1
8151,1
8152,2
8153,8
8154,3
8155,6
8156,4
8157,6
8158,2
8159,3
8160,0
8161,2
8162,1
8163,4
8164,4
8165,3
8166,3
8167,2
8168,4
8169,1
8170,1
8171,2
8172,7
8173,2
8174,2
8175,4
8176,9
8177,3
8178,1
8179,2
8180,3
8181,1
8182,2
8183,3
8184,4
8185,0
8186,2
8187,5
8188,1
8189,6
8190,4
8191,4
8192,4
8193,1
8194,7
8195,7
8196,4
8197,1
8198,1
8199,5
8200,1
8201,4
8202,1
8203,3
8204,3
8205,1
8206,3
8207,0
8208,0
8209,7
8210,4
8211,1
8212,0
8213,1
8214,6
8215,1
8216,1
8217,9
8218,1
8219,6
8220,4
8221,9
8222,6
8223,4
8224,2
8225,6
8226,4
8227,5
8228,4
8229,4
8230,0
8231,5
8232,0
8233,1
8234,3
8235,6
8236,1
8237,1
8238,0
8239,1
8240,1
8241,6
8242,0
8243,1
8244,3
8245,0
8246,8
8247,1
8248,3
8249,0
8250,7
8251,2
8252,6
8253,7
8254,2
8255,7
8256,1
8257,1
8258,4
8259,1
8260,9
8261,2
8262,9
8263,1
8264,3
8265,2
8266,0
8267,0
8268,1
8269,9
8270,2
8271,4
8272,2
8273,5
8274,1
8275,3
8276,3
8277,0
8278,7
8279,0
8280,1
8281,2
8282,2
8283,1
8284,9
8285,1
8286,3
8287,0
8288,1
8289,0
8290,2
8291,3
8292,1
8293,2
8294,8
8295,6
8296,1
8297,7
8298,1
8299,0
8300,4
8301,3
8302,2
8303,5
8304,3
8305,5
8306,4
8307,6
8308,3
8309,6
8310,1
8311,4
8312,6
8313,5
8314,5
8315,4
8316,6
8317,7
8318,3
8319,2
8320,1
8321,9
8322,5
8323,4
8324,6
8325,2
8326,0
8327,8
8328,8
8329,8
8330,3
8331,6
8332,6
8333,0
8334,2
8335,1
8336,0
8337,4
8338,1
8339,4
8340,9
8341,2
8342,5
8343,3
8344,0
8345,2
8346,1
8347,9
8348,9
8349,3
8350,2
8351,2
8352,1
8353,1
8354,9
8355,6
8356,2
8357,2
8358,2
8359,7
8360,2
8361,6
8362,2
8363,2
8364,1
8365,1
8366,1
8367,2
8368,3
8369,2
8370,5
8371,1
8372,0
8373,3
8374,3
8375,6
8376,6
8377,2
8378,3
8379,1
8380,9
8381,5
8382,2
8383,6
8384,1
8385,5
8386,1
8387,7
8388,1
8389,5
8390,4
8391,2
8392,1
8393,3
8394,2
8395,2
8396,0
8397,5
8398,1
8399,2
8400,2
8401,7
8402,5
8403,1
8404,4
8405,1
8406,3
8407,6
8408,4
8409,1
8410,2
8411,0
8412,1
8413,2
8414,2
8415,3
8416,4
8417,4
8418,7
8419,8
8420,4
8421,8
8422,1
8423,3
8424,1
8425,2
8426,7
8427,5
8428,3
8429,5
8430,8
8431,2
8432,9
8433,5
8434,4
8435,1
8436,5
8437,1
8438,0
8439,9
8440,3
8441,2
8442,2
8443,4
8444,4
8445,1
8446,6
8447,1
8448,2
8449,7
8450,1
8451,1
8452,6
8453,6
8454,0
8455,5
8456,6
8457,0
8458,5
8459,0
8460,4
8461,4
8462,1
8463,0
8464,3
8465,1
8466,3
8467,1
8468,2
8469,9
8470,1
8471,7
8472,4
8473,4
8474,1
8475,7
8476,6
8477,1
8478,1
8479,2
8480,4
8481,2
8482,3
8483,0
8484,3
8485,0
8486,1
8487,1
8488,3
8489,7
8490,3
8491,1
8492,2
8493,2
8494,7
8495,0
8496,9
8497,6
8498,2
8499,6
8500,3
8501,7
8502,1
8503,1
8504,2
8505,2
8506,3
8507,2
8508,1
8509,1
8510,3
8511,3
8512,6
8513,2
8514,2
8515,1
8516,1
8517,2
8518,4
8519,3
8520,2
8521,2
8522,2
8523,6
8524,7
8525,7
8526,5
8527,0
8528,8
8529,6
8530,1
8531,4
8532,0
8533,7
8534,2
8535,2
8536,1
8537,7
8538,1
8539,9
8540,7
8541,6
8542,5
8543,1
8544,2
8545,2
8546,2
8547,2
8548,7
8549,3
8550,1
8551,0
8552,3
8553,2
8554,5
8555,5
8556,1
8557,3
8558,2
8559,7
8560,2
8561,0
8562,2
8563,5
8564,2
8565,4
8566,5
8567,9
8568,2
8569,1
8570,2
8571,1
8572,2
8573,1
8574,9
8575,1
8576,1
8577,2
8578,4
8579,6
8580,0
8581,2
8582,6
8583,4
8584,3
8585,1
8586,1
8587,7
8588,0
8589,7
8590,7
8591,2
8592,4
8593,7
8594,1
8595,1
8596,2
8597,1
8598,3
8599,9
8600,0
8601,1
8602,2
8603,5
8604,7
8605,4
8606,3
8607,6
8608,1
8609,1
8610,3
8611,4
8612,6
8613,4
8614,5
8615,3
8616,2
8617,3
8618,7
8619,5
8620,2
8621,3
8622,3
8623,2
8624,3
8625,3
8626,1
8627,1
8628,5
8629,8
8630,5
8631,2
8632,4
8633,0
8634,0
8635,3
8636,2
8637,2
8638,2
8639,3
8640,5
8641,0
8642,2
8643,1
8644,2
8645,5
8646,1
8647,6
8648,2
8649,0
8650,6
8651,2
8652,3
8653,2
8654,1
8655,0
8656,1
8657,2
8658,6
8659,0
8660,2
8661,2
8662,8
8663,3
8664,0
8665,2
8666,0
8667,6
8668,0
8669,4
8670,2
8671,0
8672,4
8673,6
8674,6
8675,0
8676,1
8677,3
8678,1
8679,7
8680,3
8681,1
8682,0
8683,2
8684,0
8685,6
8686,1
8687,1
8688,4
8689,1
8690,1
8691,1
8692,2
8693,8
8694,6
8695,5
8696,4
8697,0
8698,2
8699,6
8700,4
8701,4
8702,7
8703,5
8704,0
8705,2
8706,2
8707,5
8708,3
8709,3
8710,1
8711,1
8712,7
8713,0
8714,3
8715,2
8716,0
8717,2
8718,1
8719,3
8720,2
8721,6
8722,1
8723,3
8724,4
8725,3
8726,1
8727,6
8728,3
8729,5
8730,1
8731,2
8732,6
8733,5
8734,2
8735,4
8736,1
8737,4
8738,4
8739,3
8740,2
8741,0
8742,1
8743,1
8744,1
8745,4
8746,2
8747,1
8748,1
8749,9
8750,5
8751,2
8752,0
8753,5
8754,9
8755,1
8756,2
8757,2
8758,5
8759,2
8760,5
8761,2
8762,5
8763,3
8764,6
8765,3
8766,4
8767,1
8768,4
8769,4
8770,2
8771,6
8772,2
8773,7
8774,0
8775,2
8776,4
8777,3
8778,3
8779,1
8780,1
8781,5
8782,1
8783,2
8784,2
8785,3
8786,1
8787,9
8788,1
8789,0
8790,1
8791,2
8792,7
8793,3
8794,1
8795,8
8796,2
8797,4
